Date,nasdaq,btc,eth,ltc
2017-08-21,0.01881842973962372,0.01230158514369617,0.049992809832765134,0.06991865341852671
2017-08-22,0.026148979016513363,0.013816114009158942,0.048493448488796,0.06606243139021023
2017-08-23,0.021368215883267705,0.014175325204988876,0.049210350457210034,0.08463985138064004
2017-08-24,0.016587412333040008,0.01716181205890005,0.05095079387905288,0.07602668393053166
2017-08-25,0.02175064136698318,0.01802628052498903,0.05204200749469193,0.07917921580769555
2017-08-28,0.020985790399552173,0.018399319487440446,0.05578089445680401,0.11109860106397947
2017-08-29,0.018308488677687695,0.02148850469794486,0.06121370022923944,0.1145889042136966
2017-08-30,0.01747985971265542,0.021401187789616,0.06346802913286581,0.1199369493624567
2017-08-31,0.01939210838217892,0.02390354744361109,0.06451906240219255,0.1414135727756354
2017-09-01,0.01932837080155969,0.026815768314993438,0.06494201341600614,0.18219945393644266
2017-09-05,0.013017865316470034,0.018656143063005698,0.04940702267863334,0.14217355813888025
2017-09-06,0.011806649199794295,0.021907688005189274,0.0538099427324327,0.16488867621808764
2017-09-07,0.008810699991815607,0.022050626716332705,0.05348427045179624,0.16213021082556925
2017-09-08,0.01282669299159428,0.017342971338457913,0.04714846426486882,0.14220170574492635
2017-09-11,0.011679214455537767,0.015716422026544663,0.04534246343588483,0.12835308357024233
2017-09-12,0.017161090975595206,0.015176517655649813,0.04460864342691828,0.12097841078616259
2017-09-13,0.015312579886691047,0.010403296912446125,0.040675198998451984,0.10986010639795082
2017-09-14,0.017490933965724376,0.0004977995983733163,0.02971019396533492,0.06358544205815292
2017-09-15,0.01781123854810074,0.00783459505230083,0.036891902179889524,0.08193768120021389
2017-09-18,0.019989633044116162,0.014074025161874226,0.04548626678058146,0.09404115180003936
2017-09-19,0.027870136195125073,0.010767790625861806,0.042233773484355,0.08404875165367182
2017-09-20,0.0305610180229427,0.010544992678275245,0.04242198668550207,0.0805021532918625
2017-09-21,0.026460593947759015,0.006545660761381689,0.03708011538103653,0.06420468939116725
2017-09-22,0.028510866610823915,0.0064699964653742725,0.038061361733084054,0.07008753905480336
2017-09-25,0.03299561576787724,0.011221465665577801,0.0448454959946539,0.08238804289695159
2017-09-26,0.028190521611465513,0.010755827277211805,0.04357029868800594,0.08238804289695159
2017-09-27,0.03305963626737041,0.01559181675878707,0.0480979892908803,0.0961240746474512
2017-09-28,0.036263207511900264,0.015367309761393333,0.046420988521109485,0.09041011062009172
2017-09-29,0.03587859951115663,0.015056262696492184,0.044126479271170777,0.0844428181383173
2017-10-02,0.037288303426450675,0.01857783750820538,0.045268447008467466,0.08559686998620764
2017-10-03,0.03703197892658561,0.01740247734537953,0.04426182359559114,0.08224730486672105
2017-10-04,0.03587859951115663,0.015906281923302484,0.04417300388269027,0.07991105356489425
2017-10-05,0.036391248510886876,0.01717346467122155,0.04476936481216745,0.08140287668533788
2017-10-06,0.012365494809954358,0.0181345721354966,0.04749951360633409,0.08213471444253662
2017-10-09,0.01620951355130884,0.024376488135698593,0.045050627236353474,0.07658963605145377
2017-10-10,0.016594000301106526,0.024137065794533397,0.04549895531099585,0.07779998311143632
2017-10-11,0.023449407537565026,0.025266903085223336,0.046596513191842076,0.0785881160807273
2017-10-12,0.01883637487963319,0.034946184352095344,0.04648231641811246,0.10372392827989976
2017-10-13,0.015184458053740468,0.03818716425910751,0.05370631973404838,0.10178174346271845
2017-10-16,0.01371093572386306,0.039618415788512884,0.05301268007139409,0.1176851408787682
2017-10-17,0.017554954465217654,0.03731259686233995,0.049419711209047756,0.10237284318968666
2017-10-18,0.016850243967007572,0.03707550504363902,0.048891022441780785,0.10575055591521938
2017-10-19,0.0062147172377417514,0.038887719311874375,0.047636972685823536,0.10338615700734648
2017-10-20,0.006086676238755251,0.04321627636889064,0.04641675901097131,0.10468094688546735
2017-10-23,0.009738714315593977,0.04156750940948448,0.042743429456000376,0.088890139893602
2017-10-24,0.009482389815728909,0.036164270760099926,0.04530228308957254,0.09198637655867364
2017-10-25,0.0030112672441580113,0.039465533514855156,0.04518385680570475,0.09406929940608548
2017-10-26,0.0020501918291008225,0.041860067662835565,0.044985069829212354,0.09190193374053533
2017-10-27,0.002370617662423191,0.0400250142744501,0.045111955133356446,0.09038196301404562
2017-10-30,0.0027551044122208768,0.04543338007325609,0.04730495613997984,0.094210037436316
2017-10-31,0.004356829409012775,0.05031535853146013,0.046598627946911164,0.09184563852844313
2017-11-01,0.002819044077750188,0.0550910651652923,0.043597790503903805,0.08449911335040952
2017-11-02,0.007688320401583182,0.0595720383914734,0.04270113435461903,0.08852422101500265
2017-11-03,0.0027551044122208768,0.06138704928666591,0.04702580847086288,0.09342190446702504
2017-11-06,0.0,0.058603783991641206,0.04519443058105008,0.08911532074197084
2017-11-07,0.0003204258333223686,0.06113007034293638,0.044384479389597054,0.10718608382357077
2017-11-08,0.004933458491254317,0.06610247307275502,0.04757564478882054,0.11138007712444052
2017-11-09,0.011276257144964608,0.06140538273005172,0.05041787560164779,0.11726292678807665
2017-11-10,0.01025108039645023,0.05270756215697625,0.04562584061513994,0.10206321952317951
2017-11-14,0.025627761616598466,0.05303103867502032,0.053425057309862356,0.11025417288259631
2017-11-15,0.025371437116733342,0.06367375792863164,0.0526510569545835,0.1141103949109128
2017-11-16,0.025627761616598466,0.07226499594100672,0.05223445020597714,0.13350409547667969
2017-11-17,0.02549955894968392,0.06959312961977526,0.052517827385232224,0.12497537084470962
2017-11-20,0.03152197218705388,0.07815671209890737,0.05986660125024318,0.13758549835336503
2017-11-21,0.03376450843350848,0.0761223213557426,0.058513158006039734,0.13173079629577503
2017-11-22,0.03331600118421757,0.07797834944630674,0.06301335679301623,0.13842992653474817
2017-11-24,0.033828528933001756,0.07773752879166296,0.08210748031163032,0.1539955526782447
2017-11-27,0.03370040710005123,0.10118072036449371,0.08284764458580407,0.19050299772004387
2017-11-28,0.04081205800241089,0.10367826360539595,0.08079210265867007,0.19920060798829056
2017-11-29,0.04222164066675893,0.10299246852823624,0.0721110331001463,0.17330481042587326
2017-11-30,0.04606574024207749,0.1049033415807934,0.07447744402243328,0.17775213218115796
2017-12-01,0.04670647065777622,0.1187743005519454,0.07980874155155346,0.21003743631604127
2017-12-04,0.04459209666125413,0.1307783556610333,0.08140115211856158,0.2270948855799814
2017-12-05,0.04190117441645458,0.13177162433531558,0.07884864275019665,0.21729951867593655
2017-12-06,0.040683855335496344,0.1620140375136433,0.0704044257594085,0.20694119965096966
2017-12-07,0.037288303426450675,0.2082592162452953,0.06938934332625593,0.1997635601092127
2017-12-08,0.04363118291412499,0.1958299184705558,0.07557288714821045,0.27666281982717367
2017-12-11,0.046450146157911154,0.20623958547773769,0.0889381391847196,0.5213499591859712
2017-12-12,0.04677053157425154,0.2090363678030553,0.11370615055364286,0.800996425254032
2017-12-13,0.03997914483728626,0.20282148586343918,0.1293363052691237,0.7825597432938327
2017-12-14,0.03766131175335946,0.20522953704171248,0.12831910808090205,0.7088411630590817
2017-12-15,0.03791901043061263,0.22179970713101033,0.12550013957383455,0.7670785599684745
2017-12-18,0.034442341638686313,0.24462437804181736,0.14895700279993568,0.9409744701213162
2017-12-19,0.028905538440086365,0.22534986968495221,0.15539431723017838,0.9096743321980465
2017-12-20,0.022081009777878413,0.2061926642921232,0.15103369227776037,0.7966335463168857
2017-12-21,0.024334337358527913,0.19272271055299417,0.14822106803590007,0.7970839080136233
2017-12-22,0.028776608267495785,0.16801575433185867,0.12401981102548701,0.6816224280124975
2017-12-26,0.029034306944748955,0.19527742927835373,0.14130370420497895,0.7210853716891378
2017-12-27,0.030386335826724287,0.18907031574695188,0.13870044071495635,0.6802431953162383
2017-12-28,0.03251089490271125,0.1751670401976283,0.13414314354111506,0.6393165761252004
2017-12-29,0.03354108335699413,0.17314616648475645,0.13740832536775588,0.6113097081093252
2018-01-02,0.032961625086012414,0.1784122150450762,0.16403943595252796,0.6416809750330734
2018-01-03,0.03888469338161815,0.1858183047002754,0.18133813241750338,0.622653193345906
2018-01-04,0.04551590761890423,0.18563263974395328,0.18125354221474066,0.6053987108396431
2018-01-05,0.04886392915711396,0.2133554474020501,0.1867519053943172,0.6257775776170236
2018-01-08,0.05369250558006955,0.18340030995948775,0.22143388852703078,0.6513637515129338
2018-01-09,0.05504453446204488,0.1741329096961387,0.254734936599643,0.6276634672221127
2018-01-10,0.061869022707270904,0.18169172625683136,0.24479770253009295,0.6382469670954485
2018-01-11,0.0569115969456887,0.15611517442018544,0.22249126606156472,0.5743800489768344
2018-01-12,0.06315662691993296,0.1644674561958882,0.24864655675579653,0.5982773665099782
2018-01-16,0.05665410035334545,0.12725569327217007,0.20618227496891312,0.4675880316379092
2018-01-17,0.0569115969456887,0.12422616943675158,0.20012138694096449,0.46716581754721753
2018-01-18,0.05285563155070866,0.12509964925636913,0.1991634028946767,0.47848115517775214
2018-01-19,0.054400853606659916,0.1298295222817369,0.2015615351429997,0.47783376023869173
2018-01-22,0.05800612923532078,0.11828551230710072,0.19335205596487814,0.43969375404621835
2018-01-23,0.05530211188835216,0.11895095415473894,0.19049502186656742,0.4351338418667492
2018-01-24,0.061482757610265115,0.12748284152835665,0.20768798057808943,0.44495735637684014
2018-01-25,0.061547020611650405,0.12366979604044234,0.20451584797448757,0.43960931122808
2018-01-26,0.06270597757059587,0.1226973467001744,0.20489861864198886,0.4309398485658794
2018-01-29,0.0645729996372576,0.12377979670075703,0.2294699577894888,0.4426492526810595
2018-01-30,0.06586068468388362,0.10526581550807335,0.20484152025512403,0.39544571734174006
2018-01-31,0.05980872663266923,0.10803136883236941,0.21723398495986196,0.3945731415543108
2018-02-01,0.06277036182292717,0.09016387457128097,0.19861145182165002,0.332620260646832
2018-02-02,0.05613910716865905,0.08767549805207167,0.17668355651048495,0.30354378360120465
2018-02-05,0.03766131175335946,0.0571524899690429,0.1288837476843432,0.2875277957609705
2018-02-06,0.039270958478623996,0.07056231622859316,0.1482654778923505,0.33833422467419144
2018-02-07,0.03637382879164336,0.06824173732681305,0.1416843601174112,0.3232471078334787
2018-02-08,0.023111198232161234,0.07867859376274505,0.1541867920857406,0.35784051566414266
2018-02-09,0.028905538440086365,0.08542499019238464,0.16752878181649,0.39654347397753814
2018-02-12,0.03824081044132316,0.08861034829658229,0.16551342023566828,0.3874799448306921
2018-02-13,0.044292889743483554,0.08276834995125323,0.16049087694663206,0.3838489036507444
2018-02-14,0.05240490136740755,0.09780783288600248,0.1776542290871871,0.5344104483913643
2018-02-15,0.05639656334402021,0.10599604588021894,0.17869680333623755,0.5587018324091536
2018-02-16,0.047640547528855215,0.108761599204515,0.18125354221474066,0.5785177470656121
2018-02-20,0.046224215228512555,0.12487964793573972,0.16946166794961806,0.580910293579531
2018-02-21,0.04828447088613225,0.11269862848752979,0.15967881100010994,0.5261631998198553
2018-02-22,0.04236136217354447,0.10328238552279445,0.15240193880744732,0.47811523629915276
2018-02-23,0.0570404867012973,0.10829704839329898,0.16263946809680502,0.5193233315506516
2018-02-26,0.0646373838895889,0.11076118747887967,0.1661118959202145,0.5496383032623074
2018-02-27,0.06483053664658284,0.11451488232803655,0.16651792889347555,0.5417851211754441
